station,date,rainfall_mm,relative_humidity_percent,wind_ms,wet_bulb_c,evaporation_mm,cloud_cover_oktas,pressure_hpa,year,month_num
KUCHING,2018-10-12,5.6,85.6,1.7,24.3,2.3,7.0,1010.7541666666668,2018,10
KUCHING,2018-10-13,5.8,89.8,1.7,23.7,1.8,7.2,1011.6833333333332,2018,10
KUCHING,2018-10-14,4.1,84.0,1.3,23.6,2.3,7.3,1012.6916666666668,2018,10
KUCHING,2018-10-15,24.4,82.3,1.7,24.0,4.5,7.0,1011.9625,2018,10
KUCHING,2018-10-16,4.1,85.0,1.7,25.1,3.3,7.0,1011.3958333333334,2018,10
KUCHING,2018-10-17,4.1,85.3,1.6,24.7,4.0,7.0,1010.7583333333332,2018,10
KUCHING,2018-10-18,11.2,92.8,1.5,23.7,2.6,7.0,1011.5208333333334,2018,10
KUCHING,2018-10-19,29.0,87.9,1.3,23.9,5.8,7.0,1011.2291666666666,2018,10
KUCHING,2018-10-20,13.6,90.0,1.4,24.5,2.2,7.0,1012.1458333333334,2018,10
KUCHING,2018-10-21,0.0,81.3,1.7,24.3,4.2,7.1,1012.3041666666668,2018,10
KUCHING,2018-10-22,0.0,81.8,1.5,25.1,3.3,7.0,1011.2416666666668,2018,10
KUCHING,2018-10-23,48.0,86.4,1.6,24.7,8.0,6.7,1010.8708333333332,2018,10
KUCHING,2018-10-24,0.0,87.0,1.9,24.5,3.6,7.1,1011.4333333333332,2018,10
KUCHING,2018-10-25,34.0,90.7,1.2,24.4,5.0,7.0,1011.8625,2018,10
KUCHING,2018-10-26,2.2,92.0,1.1,24.7,1.6,7.0,1012.2416666666668,2018,10
KUCHING,2018-10-27,2.6,92.0,1.3,24.7,3.3,7.0,1011.3166666666668,2018,10
KUCHING,2018-10-28,20.2,86.1,1.5,25.2,4.7,7.0,1010.2208333333332,2018,10
KUCHING,2018-10-29,0.0,80.5,1.6,25.0,4.3,7.0,1008.9416666666668,2018,10
KUCHING,2018-10-30,28.0,83.2,1.4,25.4,4.0,7.0,1008.3791666666668,2018,10
KUCHING,2018-10-31,21.4,90.8,1.4,25.1,4.1,7.0,1008.9833333333332,2018,10
KUCHING,2018-11-01,0.0,88.2,1.5,25.0,2.0,7.0,1008.9166666666666,2018,11
KUCHING,2018-11-02,3.8,82.2,2.1,25.3,6.0,7.0,1009.4125,2018,11
KUCHING,2018-11-03,7.0,89.0,1.9,25.6,1.6,7.1,1010.05,2018,11
KUCHING,2018-11-04,0.6,88.4,1.6,25.2,2.0,7.0,1009.9458333333332,2018,11
KUCHING,2018-11-05,0.0,81.0,1.7,25.4,3.8,6.9,1008.2916666666666,2018,11
KUCHING,2018-11-06,27.0,87.1,1.7,25.5,3.8,7.0,1007.8541666666666,2018,11
KUCHING,2018-11-07,5.2,90.8,1.1,25.0,1.4,7.4,1009.0666666666668,2018,11
KUCHING,2018-11-08,5.2,87.6,1.6,25.4,2.6,7.0,1008.9083333333332,2018,11
KUCHING,2018-11-09,5.2,86.3,1.7,25.7,3.3,7.0,1008.1625,2018,11
KUCHING,2018-11-10,65.6,90.4,1.7,25.1,3.3,7.1,1008.9916666666668,2018,11
KUCHING,2018-11-11,9.0,89.6,1.5,24.9,5.8,7.0,1009.6625,2018,11
KUCHING,2018-11-12,51.8,90.6,1.3,24.5,4.4,7.0,1009.1916666666668,2018,11
KUCHING,2018-11-13,32.0,89.3,1.6,24.7,5.8,7.1,1008.2583333333332,2018,11
KUCHING,2018-11-14,21.8,92.8,1.3,24.4,5.5,7.0,1009.1625,2018,11
KUCHING,2018-11-15,0.0,82.6,1.7,25.2,4.1,7.0,1009.7833333333332,2018,11
KUCHING,2018-11-16,24.0,83.4,1.7,25.1,4.8,7.0,1009.925,2018,11
KUCHING,2018-11-17,9.0,92.3,1.2,25.2,2.1,7.1,1010.8625,2018,11
KUCHING,2018-11-18,0.4,83.1,2.0,25.1,3.8,7.0,1011.1333333333332,2018,11
KUCHING,2018-11-19,5.2,83.5,1.9,25.2,3.7,7.0,1011.7666666666668,2018,11
KUCHING,2018-11-20,3.0,87.1,1.4,25.0,2.0,7.0,1011.4,2018,11
KUCHING,2018-11-21,1.4,83.7,1.9,24.8,4.2,7.0,1010.875,2018,11
KUCHING,2018-11-22,36.4,86.1,1.6,24.3,6.1,6.9,1011.0458333333332,2018,11
KUCHING,2018-11-23,0.4,85.3,1.5,24.5,2.7,6.9,1011.35,2018,11
KUCHING,2018-11-24,13.8,90.0,1.2,24.5,2.7,7.0,1011.4708333333332,2018,11
KUCHING,2018-11-25,11.6,89.1,1.3,24.5,4.5,7.0,1011.35,2018,11
KUCHING,2018-11-26,5.2,86.2,1.6,24.5,3.9,7.0,1011.2833333333332,2018,11
KUCHING,2018-11-27,11.0,87.7,1.2,25.2,3.0,7.0,1011.35,2018,11
KUCHING,2018-11-28,0.0,82.4,1.6,25.6,5.5,7.0,1011.1208333333332,2018,11
KUCHING,2018-11-29,0.4,85.3,1.6,25.8,2.8,7.0,1010.8416666666668,2018,11
KUCHING,2018-11-30,18.0,91.7,1.8,25.4,3.0,7.0,1010.925,2018,11
KUCHING,2018-12-01,47.2,84.0,1.9,24.8,4.2,7.0,1009.5125,2018,12
KUCHING,2018-12-02,0.6,85.5,1.5,24.8,3.4,7.0,1008.725,2018,12
KUCHING,2018-12-03,37.8,84.2,1.9,24.9,3.5,6.9,1008.8583333333332,2018,12
KUCHING,2018-12-04,6.5,87.8,1.6,24.9,2.2,7.0,1009.4041666666668,2018,12
KUCHING,2018-12-05,33.6,84.2,1.4,25.4,5.1,6.8,1008.1041666666666,2018,12
KUCHING,2018-12-06,9.6,80.0,1.5,25.6,2.9,7.0,1007.6375,2018,12
KUCHING,2018-12-07,2.0,85.3,1.6,25.0,3.0,7.0,1008.3875,2018,12
KUCHING,2018-12-08,12.4,89.4,1.6,24.8,1.5,7.1,1009.8458333333332,2018,12
KUCHING,2018-12-09,3.0,85.3,1.5,24.6,4.0,7.0,1009.2833333333332,2018,12
KUCHING,2018-12-10,0.2,83.3,1.9,25.0,3.8,7.0,1008.725,2018,12
KUCHING,2018-12-11,8.4,85.1,1.8,25.1,2.6,7.0,1009.2416666666668,2018,12
KUCHING,2018-12-12,20.6,87.9,1.3,24.8,3.2,7.0,1010.3,2018,12
KUCHING,2018-12-13,28.2,85.4,1.5,25.0,4.5,7.0,1010.2,2018,12
KUCHING,2018-12-14,71.0,86.0,1.5,24.9,3.3,7.1,1010.2166666666668,2018,12
KUCHING,2018-12-15,42.8,89.4,1.5,24.4,2.5,7.1,1010.6708333333332,2018,12
KUCHING,2018-12-16,1.6,86.5,1.2,24.5,4.5,7.0,1011.3041666666668,2018,12
KUCHING,2018-12-17,33.0,89.6,1.3,24.1,1.5,7.2,1012.1166666666668,2018,12
KUCHING,2018-12-18,7.8,87.1,1.3,24.5,2.9,7.2,1011.9,2018,12
KUCHING,2018-12-19,8.4,81.1,1.8,24.4,4.4,7.0,1011.6458333333334,2018,12
KUCHING,2018-12-20,49.6,87.8,2.2,24.2,3.3,7.0,1012.0875,2018,12
KUCHING,2018-12-21,57.8,89.7,1.4,23.6,3.3,7.1,1010.4916666666668,2018,12
KUCHING,2018-12-22,0.0,84.4,1.6,24.0,2.8,7.0,1010.2916666666666,2018,12
KUCHING,2018-12-23,5.2,84.6,1.5,24.4,4.1,7.0,1009.6041666666666,2018,12
KUCHING,2018-12-24,0.0,77.3,1.8,24.7,3.4,6.9,1008.975,2018,12
KUCHING,2018-12-25,6.5,80.5,1.4,24.9,3.6,7.0,1009.1708333333332,2018,12
KUCHING,2018-12-26,0.6,85.0,1.8,24.4,3.2,7.0,1009.0583333333332,2018,12
KUCHING,2018-12-27,29.8,92.0,1.7,23.7,1.4,7.0,1009.4416666666668,2018,12
KUCHING,2018-12-28,10.2,90.5,1.2,24.2,2.7,7.0,1009.1208333333332,2018,12
KUCHING,2018-12-29,17.6,88.7,1.8,24.4,5.1,7.0,1009.6791666666668,2018,12
KUCHING,2018-12-30,12.0,89.5,1.6,25.0,2.0,7.0,1010.5208333333334,2018,12
KUCHING,2018-12-31,8.4,85.2,2.2,25.3,1.7,7.0,1010.4708333333332,2018,12
KUCHING,2019-01-01,22.2,88.2,2.1,25.1,4.9,7.0,1010.0458333333332,2019,1
KUCHING,2019-01-02,2.6,87.7,1.4,24.9,2.0,7.0,1010.3208333333332,2019,1
KUCHING,2019-01-03,0.0,79.9,1.5,25.5,4.9,7.0,1011.7166666666668,2019,1
KUCHING,2019-01-04,3.2,84.6,1.5,25.7,3.3,7.0,1012.5625,2019,1
KUCHING,2019-01-05,3.2,80.9,1.7,25.3,3.5,7.0,1011.7041666666668,2019,1
KUCHING,2019-01-06,33.8,92.6,1.2,24.3,2.1,7.0,1011.35,2019,1
KUCHING,2019-01-07,47.0,92.3,1.5,24.3,2.3,7.0,1011.0333333333332,2019,1
KUCHING,2019-01-08,33.2,87.9,1.5,24.5,1.8,7.1,1010.9333333333332,2019,1
KUCHING,2019-01-09,4.4,90.5,1.8,24.3,1.4,7.2,1011.3625,2019,1
KUCHING,2019-01-10,0.0,81.1,1.8,24.7,3.7,7.0,1010.65,2019,1
KUCHING,2019-01-11,4.8,84.3,1.5,24.8,2.9,7.0,1010.175,2019,1
KUCHING,2019-01-12,40.8,80.3,1.9,24.8,2.6,7.0,1010.2416666666668,2019,1
KUCHING,2019-01-13,6.0,87.0,2.0,24.4,5.1,7.1,1010.175,2019,1
KUCHING,2019-01-14,1.8,90.3,1.2,24.8,1.2,7.0,1009.0708333333332,2019,1
KUCHING,2019-01-15,0.0,82.5,1.7,24.7,3.0,7.0,1008.6458333333334,2019,1
KUCHING,2019-01-16,0.2,86.7,1.5,24.5,1.5,7.0,1009.0791666666668,2019,1
KUCHING,2019-01-17,0.8,84.0,1.6,24.7,4.0,7.0,1008.5541666666668,2019,1
KUCHING,2019-01-18,20.0,84.7,1.9,25.3,3.8,7.1,1008.1916666666668,2019,1
KUCHING,2019-01-19,59.6,89.5,1.9,24.8,3.3,7.0,1008.5041666666668,2019,1
KUCHING,2019-01-20,5.0,89.6,2.1,24.8,6.1,7.1,1009.3666666666668,2019,1
KUCHING,2019-01-21,4.0,92.3,1.8,24.9,1.7,7.2,1009.9208333333332,2019,1
KUCHING,2019-01-22,9.4,92.2,1.3,24.5,1.0,7.0,1011.3375,2019,1
KUCHING,2019-01-23,7.6,85.4,2.4,24.6,3.0,7.0,1011.2125,2019,1
KUCHING,2019-01-24,0.2,83.5,2.5,24.7,1.9,7.0,1011.3791666666668,2019,1
KUCHING,2019-01-25,1.6,78.8,2.9,24.6,4.6,7.0,1012.1625,2019,1
KUCHING,2019-01-26,1.4,82.0,2.4,25.0,3.2,7.0,1011.9166666666666,2019,1
KUCHING,2019-01-27,0.2,82.6,1.8,25.0,3.5,7.0,1011.3291666666668,2019,1
KUCHING,2019-01-28,0.6,81.6,2.3,25.0,3.3,7.0,1010.9083333333332,2019,1
KUCHING,2019-01-29,42.2,88.6,1.5,25.3,2.2,7.1,1010.7958333333332,2019,1
KUCHING,2019-01-30,58.0,91.3,1.6,24.6,3.3,7.0,1011.2083333333334,2019,1
KUCHING,2019-01-31,18.6,87.9,1.5,25.0,1.2,7.0,1011.8833333333332,2019,1
KUCHING,2019-02-01,4.6,88.4,1.5,24.7,2.1,7.2,1011.875,2019,2
KUCHING,2019-02-02,3.8,88.2,1.6,25.2,1.2,7.0,1011.275,2019,2
KUCHING,2019-02-03,1.4,90.9,1.4,24.7,0.5,7.2,1012.0041666666668,2019,2
KUCHING,2019-02-04,4.6,86.3,1.3,24.9,1.9,7.0,1012.3541666666666,2019,2
KUCHING,2019-02-05,0.8,83.6,1.8,24.5,3.9,7.0,1012.4375,2019,2
KUCHING,2019-02-06,1.0,83.0,1.8,24.4,3.5,7.0,1011.3416666666668,2019,2
KUCHING,2019-02-07,31.2,85.0,1.8,24.6,3.1,7.0,1011.475,2019,2
KUCHING,2019-02-08,0.0,80.9,1.8,24.2,5.0,7.0,1011.7583333333332,2019,2
KUCHING,2019-02-09,9.4,83.7,1.7,24.7,4.2,7.0,1011.6333333333332,2019,2
KUCHING,2019-02-10,4.6,83.1,1.8,24.7,2.6,7.0,1012.8458333333332,2019,2
KUCHING,2019-02-11,3.4,84.3,1.7,24.5,5.2,7.0,1013.6166666666668,2019,2
KUCHING,2019-02-12,28.6,85.8,1.9,25.0,3.7,7.0,1013.1458333333334,2019,2
KUCHING,2019-02-13,1.4,87.9,1.6,24.4,2.5,7.0,1014.0125,2019,2
KUCHING,2019-02-14,10.6,84.0,2.2,25.0,3.5,7.0,1012.1208333333332,2019,2
KUCHING,2019-02-15,19.2,91.1,1.6,24.6,2.7,7.1,1012.6333333333332,2019,2
KUCHING,2019-02-16,9.6,86.0,1.4,24.7,2.3,7.0,1012.8125,2019,2
KUCHING,2019-02-17,22.6,88.4,1.8,24.2,4.1,7.0,1012.325,2019,2
KUCHING,2019-02-18,0.0,84.5,1.1,24.1,3.0,7.0,1012.45,2019,2
KUCHING,2019-02-19,0.0,80.8,1.7,25.1,2.6,7.0,1012.325,2019,2
KUCHING,2019-02-20,20.8,81.0,2.4,25.5,6.9,7.0,1012.975,2019,2
KUCHING,2019-02-21,0.4,80.9,1.8,24.4,3.6,7.0,1012.7958333333332,2019,2
KUCHING,2019-02-22,0.4,80.7,2.0,25.0,5.0,7.0,1011.3666666666668,2019,2
KUCHING,2019-02-23,8.0,89.4,1.5,24.9,2.0,7.0,1010.2125,2019,2
KUCHING,2019-02-24,24.2,89.7,1.3,24.4,2.1,7.0,1010.8541666666666,2019,2
KUCHING,2019-02-25,34.2,83.2,1.9,25.4,3.5,7.0,1010.95,2019,2
KUCHING,2019-02-26,66.8,84.8,2.8,25.2,3.3,7.0,1009.7916666666666,2019,2
KUCHING,2019-02-27,4.6,84.8,2.1,24.7,2.8,7.0,1008.7666666666668,2019,2
KUCHING,2019-02-28,1.0,85.0,2.1,24.6,1.6,7.0,1009.3375,2019,2
KUCHING,2019-03-01,6.2,85.8,1.7,24.2,2.2,7.0,1010.4708333333332,2019,3
KUCHING,2019-03-02,0.0,86.8,1.9,24.9,3.1,7.0,1009.55,2019,3
KUCHING,2019-03-03,3.8,86.9,1.4,24.9,2.7,7.0,1009.0333333333332,2019,3
KUCHING,2019-03-04,36.0,87.9,1.7,25.8,2.0,7.0,1009.4166666666666,2019,3
KUCHING,2019-03-05,18.8,89.0,1.6,24.6,1.2,7.2,1010.3083333333332,2019,3
KUCHING,2019-03-06,2.6,88.8,1.2,24.6,3.1,7.2,1011.5083333333332,2019,3
KUCHING,2019-03-07,0.0,82.0,1.4,25.3,4.2,7.0,1011.1583333333332,2019,3
KUCHING,2019-03-08,1.0,83.5,1.5,25.0,2.6,7.0,1011.1541666666668,2019,3
KUCHING,2019-03-09,10.4,86.9,1.5,24.9,3.5,7.0,1011.4916666666668,2019,3
KUCHING,2019-03-10,23.6,85.4,1.4,24.3,3.5,7.0,1011.6416666666668,2019,3
KUCHING,2019-03-11,3.6,84.2,1.1,24.6,2.5,7.3,1012.0041666666668,2019,3
KUCHING,2019-03-12,0.0,79.0,2.0,25.0,4.7,6.8,1011.6791666666668,2019,3
KUCHING,2019-03-13,0.0,79.0,1.7,24.5,4.2,6.8,1012.1083333333332,2019,3
KUCHING,2019-03-14,0.0,79.8,2.2,24.9,4.3,6.8,1012.3541666666666,2019,3
KUCHING,2019-03-15,1.6,78.8,2.1,24.8,2.7,7.0,1011.8833333333332,2019,3
KUCHING,2019-03-16,0.0,83.0,1.9,24.0,2.9,7.0,1012.3875,2019,3
KUCHING,2019-03-17,0.0,79.8,1.9,24.0,4.3,7.0,1011.9416666666668,2019,3
KUCHING,2019-03-18,0.0,80.5,1.8,24.4,2.7,7.0,1010.9875,2019,3
KUCHING,2019-03-19,0.0,78.5,1.8,24.8,4.0,7.0,1010.3625,2019,3
KUCHING,2019-03-20,0.0,79.0,2.0,25.1,3.3,6.7,1009.7541666666668,2019,3
KUCHING,2019-03-21,0.0,80.5,1.7,25.2,2.4,7.0,1009.875,2019,3
KUCHING,2019-03-22,0.0,77.8,1.9,25.2,4.1,7.0,1009.9041666666668,2019,3
KUCHING,2019-03-23,0.0,75.1,2.0,24.7,4.6,6.7,1009.8958333333334,2019,3
KUCHING,2019-03-24,0.0,77.6,1.5,25.2,4.3,6.9,1009.4166666666666,2019,3
KUCHING,2019-03-25,0.6,79.3,2.1,25.7,3.8,7.0,1010.0166666666668,2019,3
KUCHING,2019-03-26,0.4,81.3,1.5,25.3,2.8,7.0,1011.1208333333332,2019,3
KUCHING,2019-03-27,65.4,85.3,2.0,25.4,3.3,7.0,1011.5166666666668,2019,3
KUCHING,2019-03-28,0.8,88.6,1.7,24.2,2.9,7.0,1011.6958333333332,2019,3
KUCHING,2019-03-29,0.0,76.6,1.5,24.4,4.1,7.0,1009.85,2019,3
KUCHING,2019-03-30,5.8,84.5,1.9,24.4,2.6,7.0,1010.325,2019,3
KUCHING,2019-03-31,2.0,83.5,1.5,24.6,3.6,7.0,1011.1125,2019,3
KUCHING,2019-04-01,2.2,82.5,1.8,24.8,4.5,7.0,1011.5041666666668,2019,4
KUCHING,2019-04-02,1.0,84.3,1.5,25.0,2.4,7.0,1011.5083333333332,2019,4
KUCHING,2019-04-03,6.4,86.1,1.6,24.1,4.1,6.9,1011.5666666666668,2019,4
KUCHING,2019-04-04,0.0,81.3,1.8,24.7,5.0,7.0,1011.15,2019,4
KUCHING,2019-04-05,0.0,79.1,1.9,25.3,5.1,7.0,1010.9583333333334,2019,4
KUCHING,2019-04-06,11.2,78.7,1.8,25.4,5.0,7.0,1010.6541666666668,2019,4
KUCHING,2019-04-07,0.0,81.5,1.5,25.7,3.6,7.0,1010.3208333333332,2019,4
KUCHING,2019-04-08,0.0,79.5,1.7,26.1,4.9,7.0,1009.4833333333332,2019,4
KUCHING,2019-04-09,2.0,81.4,1.6,25.8,4.0,7.0,1009.2833333333332,2019,4
KUCHING,2019-04-10,0.0,79.5,1.8,25.6,3.8,7.0,1009.3,2019,4
KUCHING,2019-04-11,2.0,88.7,1.4,25.5,1.6,7.0,1009.2916666666666,2019,4
KUCHING,2019-04-12,2.6,82.8,1.7,25.4,3.4,7.0,1009.2625,2019,4
KUCHING,2019-04-13,7.4,89.4,1.4,24.8,1.6,7.1,1010.7708333333334,2019,4
KUCHING,2019-04-14,0.0,81.1,1.5,25.2,3.5,7.0,1010.6041666666666,2019,4
KUCHING,2019-04-15,2.0,78.5,1.8,25.7,3.7,7.0,1009.6958333333332,2019,4
KUCHING,2019-04-16,39.8,81.5,1.9,25.6,5.0,7.0,1009.8708333333332,2019,4
KUCHING,2019-04-17,15.8,90.2,1.3,24.8,2.1,7.0,1010.4708333333332,2019,4
KUCHING,2019-04-18,0.0,81.5,1.5,25.3,5.0,7.0,1009.2625,2019,4
KUCHING,2019-04-19,0.4,87.6,1.6,25.5,1.5,7.0,1008.625,2019,4
KUCHING,2019-04-20,1.0,83.0,1.4,25.4,3.6,7.0,1008.1,2019,4
KUCHING,2019-04-21,0.0,78.3,1.5,25.2,4.2,6.9,1007.0,2019,4
KUCHING,2019-04-22,0.0,84.1,1.7,25.9,2.5,7.0,1007.0458333333332,2019,4
KUCHING,2019-04-23,20.4,92.5,1.4,26.0,2.0,7.0,1007.5666666666668,2019,4
KUCHING,2019-04-24,0.4,86.2,1.6,25.9,2.6,7.0,1008.2166666666668,2019,4
KUCHING,2019-04-25,33.6,86.2,1.7,25.8,4.4,7.0,1007.8875,2019,4
KUCHING,2019-04-26,9.8,90.2,1.6,25.7,2.0,7.0,1008.1083333333332,2019,4
KUCHING,2019-04-27,20.0,92.0,2.2,25.2,3.1,7.0,1009.3958333333334,2019,4
KUCHING,2019-04-28,0.4,90.8,1.4,24.8,1.1,7.4,1011.075,2019,4
KUCHING,2019-04-29,0.0,80.8,1.3,25.5,1.9,7.0,1010.0,2019,4
KUCHING,2019-04-30,3.6,85.5,1.5,26.2,4.3,7.0,1009.3583333333332,2019,4
KUCHING,2019-05-01,7.4,89.8,1.1,25.6,2.5,7.0,1009.7875,2019,5
KUCHING,2019-05-02,0.0,81.8,1.4,25.9,4.3,7.0,1010.5166666666668,2019,5
KUCHING,2019-05-03,30.2,82.0,1.8,26.2,5.2,6.8,1010.7083333333334,2019,5
KUCHING,2019-05-04,0.2,85.8,1.4,26.7,3.4,7.0,1010.7708333333334,2019,5
KUCHING,2019-05-05,19.0,89.8,1.2,26.4,3.7,7.0,1010.4958333333332,2019,5
KUCHING,2019-05-06,0.0,82.4,1.9,26.0,4.8,7.0,1010.4125,2019,5
KUCHING,2019-05-07,0.0,79.8,1.7,26.1,5.5,6.8,1008.6666666666666,2019,5
KUCHING,2019-05-08,2.7,80.0,1.4,26.5,4.9,6.8,1008.1583333333332,2019,5
KUCHING,2019-05-09,9.0,83.5,1.6,25.8,3.7,7.0,1008.7375,2019,5
KUCHING,2019-05-10,3.0,83.5,1.7,25.6,4.8,6.9,1010.0708333333332,2019,5
KUCHING,2019-05-11,0.0,82.3,1.3,26.1,4.0,7.0,1010.6708333333332,2019,5
KUCHING,2019-05-12,0.0,81.7,1.4,26.5,4.8,7.0,1010.0458333333332,2019,5
KUCHING,2019-05-13,18.6,88.5,1.3,26.7,3.0,7.0,1009.5791666666668,2019,5
KUCHING,2019-05-14,0.2,87.8,1.7,26.4,2.9,7.0,1010.0708333333332,2019,5
KUCHING,2019-05-15,0.2,76.7,1.7,26.1,5.4,6.8,1009.6291666666668,2019,5
KUCHING,2019-05-16,12.6,86.6,2.0,26.1,4.0,7.0,1010.5791666666668,2019,5
KUCHING,2019-05-17,0.4,88.7,1.4,25.6,2.3,7.0,1010.9458333333332,2019,5
KUCHING,2019-05-18,0.0,83.7,1.6,25.8,3.8,7.0,1010.2583333333332,2019,5
KUCHING,2019-05-19,2.6,80.6,1.9,26.1,5.5,7.0,1010.1041666666666,2019,5
KUCHING,2019-05-20,2.7,87.0,1.7,25.8,3.2,7.0,1010.4708333333332,2019,5
KUCHING,2019-05-21,22.4,89.8,1.4,25.1,3.1,7.0,1010.525,2019,5
KUCHING,2019-05-22,0.0,85.5,1.3,26.0,3.5,7.0,1010.3291666666668,2019,5
KUCHING,2019-05-23,7.0,84.1,1.8,25.8,3.3,7.0,1010.7625,2019,5
KUCHING,2019-05-24,65.1,91.5,1.3,25.4,4.0,7.0,1010.4375,2019,5
KUCHING,2019-05-25,0.0,86.5,1.5,26.0,4.4,7.0,1009.4416666666668,2019,5
KUCHING,2019-05-26,0.0,83.2,1.5,25.6,3.9,7.0,1009.275,2019,5
KUCHING,2019-05-27,0.0,82.3,1.6,26.2,3.2,7.0,1008.7791666666668,2019,5
KUCHING,2019-05-28,3.4,83.4,2.0,26.9,5.3,7.0,1007.725,2019,5
KUCHING,2019-05-29,16.2,93.8,1.4,25.7,1.6,7.0,1007.7541666666668,2019,5
KUCHING,2019-05-30,5.6,87.6,1.4,26.0,3.1,7.0,1008.3,2019,5
KUCHING,2019-05-31,41.8,87.3,1.5,25.8,5.8,6.8,1007.6375,2019,5
KUCHING,2019-06-01,6.0,90.4,1.7,25.5,2.0,7.0,1008.0583333333332,2019,6
KUCHING,2019-06-02,48.6,89.7,1.9,25.7,1.5,7.0,1008.5208333333334,2019,6
KUCHING,2019-06-03,9.6,88.5,2.0,25.8,2.8,7.0,1008.6416666666668,2019,6
KUCHING,2019-06-04,0.0,91.1,1.4,25.5,1.4,7.0,1009.4833333333332,2019,6
KUCHING,2019-06-05,8.8,87.9,1.5,25.8,4.4,6.8,1007.975,2019,6
KUCHING,2019-06-06,35.4,88.3,1.4,25.8,4.9,7.0,1008.9416666666668,2019,6
KUCHING,2019-06-07,31.0,89.0,1.5,25.9,2.2,7.0,1010.2916666666666,2019,6
KUCHING,2019-06-08,1.6,92.2,1.4,25.5,1.0,7.0,1010.975,2019,6
KUCHING,2019-06-09,4.0,83.9,1.5,25.9,4.1,7.0,1009.9,2019,6
KUCHING,2019-06-10,0.0,85.5,1.4,26.2,4.6,7.0,1008.9166666666666,2019,6
KUCHING,2019-06-11,8.4,83.6,1.6,26.3,4.8,7.0,1009.5,2019,6
KUCHING,2019-06-12,28.2,87.7,1.9,25.7,4.8,7.0,1010.1041666666666,2019,6
KUCHING,2019-06-13,8.0,95.3,1.0,24.9,1.3,7.1,1011.1416666666668,2019,6
KUCHING,2019-06-14,0.0,85.2,1.5,25.2,2.8,6.9,1009.85,2019,6
KUCHING,2019-06-15,9.0,82.7,1.2,26.4,3.7,7.0,1009.7833333333332,2019,6
KUCHING,2019-06-16,0.6,91.2,1.2,26.1,1.9,7.0,1010.225,2019,6
KUCHING,2019-06-17,0.0,84.5,1.5,25.7,3.9,7.0,1010.4375,2019,6
KUCHING,2019-06-18,0.0,79.8,1.7,25.8,4.5,7.0,1010.1333333333332,2019,6
KUCHING,2019-06-19,0.2,85.6,1.8,25.2,4.2,7.0,1009.9416666666668,2019,6
KUCHING,2019-06-20,6.2,83.8,1.7,25.3,3.4,6.7,1009.5791666666668,2019,6
KUCHING,2019-06-21,1.6,88.5,1.7,25.4,2.7,6.9,1008.8291666666668,2019,6
KUCHING,2019-06-22,36.4,89.1,1.7,24.7,4.0,6.8,1008.4125,2019,6
KUCHING,2019-06-23,0.0,81.9,2.0,25.7,4.7,6.9,1008.3958333333334,2019,6
KUCHING,2019-06-24,0.0,80.0,2.0,26.3,4.5,7.0,1009.6375,2019,6
KUCHING,2019-06-25,0.0,76.3,2.0,25.9,5.5,6.7,1010.2375,2019,6
KUCHING,2019-06-26,0.0,79.5,1.8,25.8,4.2,6.6,1010.1583333333332,2019,6
KUCHING,2019-06-27,3.6,82.5,1.4,25.6,4.2,6.8,1010.0291666666668,2019,6
KUCHING,2019-06-28,0.0,80.1,2.3,25.8,3.9,6.8,1009.5125,2019,6
KUCHING,2019-06-29,0.0,77.3,2.2,26.1,5.4,6.7,1008.65,2019,6
KUCHING,2019-06-30,2.2,76.6,2.0,25.7,5.0,6.7,1008.8625,2019,6
KUCHING,2019-07-01,0.4,83.6,2.0,25.7,4.3,7.0,1009.2166666666668,2019,7
KUCHING,2019-07-02,0.0,78.9,1.8,26.5,4.6,7.0,1009.0958333333332,2019,7
KUCHING,2019-07-03,52.4,88.0,1.7,25.6,5.0,7.0,1009.95,2019,7
KUCHING,2019-07-04,0.4,89.1,1.7,24.4,2.2,7.0,1011.7583333333332,2019,7
KUCHING,2019-07-05,0.0,79.0,1.4,25.6,4.7,6.8,1009.6375,2019,7
KUCHING,2019-07-06,0.0,78.9,1.8,26.2,3.3,7.0,1008.8625,2019,7
KUCHING,2019-07-07,26.4,84.0,1.8,25.8,5.8,7.0,1010.0791666666668,2019,7
KUCHING,2019-07-08,0.0,82.3,2.0,25.6,4.4,6.6,1011.2333333333332,2019,7
KUCHING,2019-07-09,0.0,77.3,1.9,25.3,5.1,7.0,1010.8916666666668,2019,7
KUCHING,2019-07-10,0.0,75.4,1.7,24.5,5.7,6.9,1010.9666666666668,2019,7
KUCHING,2019-07-11,30.6,75.3,1.8,25.0,2.7,6.9,1011.2833333333332,2019,7
KUCHING,2019-07-12,0.4,91.9,1.5,24.3,0.5,7.0,1012.2416666666668,2019,7
KUCHING,2019-07-13,6.0,88.2,1.6,24.2,3.1,7.0,1011.5375,2019,7
KUCHING,2019-07-14,9.4,85.2,1.7,24.6,4.7,7.0,1009.9416666666668,2019,7
KUCHING,2019-07-15,0.0,75.9,1.7,24.0,5.1,6.8,1009.2083333333334,2019,7
KUCHING,2019-07-16,0.0,69.8,2.2,23.1,5.1,6.9,1008.725,2019,7
KUCHING,2019-07-17,0.0,71.5,2.1,23.6,5.8,7.0,1008.0708333333332,2019,7
